Competition,Overall Rank,Overall Percentile,Dynamic Rank,Dynamic Percentile,Static Rank,Static Percentile,Cost Rank,Cost Percentile,Design Rank,Design Percentile,Business Rank,Business Percentile,Acceleration Rank,Acceleration Percentile,Maneuverability Rank,Maneuverability Percentile,Hill Climb/Sled Pull Rank,Hill Climb/Sled Pull Percentile,Suspension Rank,Suspension Percentile,Endurance Rank,Endurance Percentile,Num Cars
2010.3,43,50.57471264367817,21,75.86206896551724,16,81.60919540229885,22,74.71264367816092,20,77.01149425287356,43,50.57471264367817,16,81.60919540229885,18,79.3103448275862,15,82.75862068965517,46,47.12643678160919,52,40.229885057471265,87
2010.2,28,72.0,14,86.0,27,73.0,30,70.0,32,68.0,28,72.0,34,66.0,16,84.0,10,90.0,26,74.0,41,59.0,100
2010.1,,,,,,,,,,,,,,,,,,,,,,,
2009.3,55,44.44444444444444,68,31.313131313131315,36,63.63636363636363,54,45.45454545454545,55,44.44444444444444,55,44.44444444444444,25,74.74747474747475,70,29.292929292929294,32,67.67676767676768,58,41.41414141414141,55,44.44444444444444,99
2009.2,76,36.666666666666664,83,30.833333333333336,53,55.833333333333336,75,37.5,60,50.0,76,36.666666666666664,74,38.333333333333336,78,35.0,65,45.83333333333333,88,26.666666666666668,82,31.666666666666664,120
2009.1,,,,,,,,,,,,,,,,,,,,,,,
2008.3,44,47.61904761904761,43,48.80952380952381,29,65.47619047619048,12,85.71428571428571,39,53.57142857142857,44,47.61904761904761,44,47.61904761904761,37,55.952380952380956,49,41.66666666666667,44,47.61904761904761,52,38.095238095238095,84
2008.2,,,,,,,,,,,,,,,,,,,,,,,
2008.1,59,45.370370370370374,58,46.2962962962963,73,32.407407407407405,98,9.25925925925926,98,9.25925925925926,59,45.370370370370374,93,13.88888888888889,88,18.51851851851852,93,13.88888888888889,97,10.185185185185185,93,13.88888888888889,108
2007.3,,,,,,,,,,,,,,,,,,,,,,,
2007.2,21,69.11764705882352,20,70.58823529411765,22,67.64705882352942,21,69.11764705882352,33,51.470588235294116,21,69.11764705882352,7,89.70588235294117,21,69.11764705882352,34,50.0,18,73.52941176470588,26,61.76470588235294,68
2007.1,,,,,,,,,,,,,,,,,,,,,,,
