Competition,Overall Rank,Overall Percentile,Dynamic Rank,Dynamic Percentile,Static Rank,Static Percentile,Cost Rank,Cost Percentile,Design Rank,Design Percentile,Business Rank,Business Percentile,Acceleration Rank,Acceleration Percentile,Maneuverability Rank,Maneuverability Percentile,Hill Climb/Sled Pull Rank,Hill Climb/Sled Pull Percentile,Suspension Rank,Suspension Percentile,Endurance Rank,Endurance Percentile,Num Cars
2018.2,7,92.63157894736842,34,64.21052631578948,1,98.94736842105263,1,98.94736842105263,2,97.89473684210527,15,84.21052631578947,1,98.94736842105263,54,43.15789473684211,62,34.73684210526316,18,81.05263157894737,12,87.36842105263159,95
2018.1,2,97.87234042553192,8,91.48936170212765,1,98.93617021276596,1,98.93617021276596,2,97.87234042553192,3,96.80851063829788,1,98.93617021276596,4,95.74468085106383,1,98.93617021276596,53,43.61702127659575,1,98.93617021276596,94
2017.3,3,97.22222222222221,17,84.25925925925925,2,98.14814814814815,5,95.37037037037037,2,98.14814814814815,17,84.25925925925925,2,98.14814814814815,42,61.111111111111114,2,98.14814814814815,12,88.88888888888889,2,98.14814814814815,108
2017.2,1,99.07407407407408,3,97.22222222222221,1,99.07407407407408,7,93.51851851851852,2,98.14814814814815,2,98.14814814814815,1,99.07407407407408,1,99.07407407407408,39,63.888888888888886,1,99.07407407407408,1,99.07407407407408,108
2017.1,2,97.8021978021978,1,98.9010989010989,1,98.9010989010989,3,96.7032967032967,2,97.8021978021978,1,98.9010989010989,1,98.9010989010989,1,98.9010989010989,2,97.8021978021978,1,98.9010989010989,19,79.12087912087912,91
2016.3,1,98.9795918367347,1,98.9795918367347,1,98.9795918367347,2,97.95918367346938,1,98.9795918367347,3,96.93877551020408,1,98.9795918367347,3,96.93877551020408,1,98.9795918367347,6,93.87755102040816,1,98.9795918367347,98
2016.2,4,95.91836734693877,27,72.44897959183673,1,98.9795918367347,2,97.95918367346938,1,98.9795918367347,3,96.93877551020408,1,98.9795918367347,2,97.95918367346938,73,25.510204081632654,40,59.183673469387756,11,88.77551020408163,98
2016.1,1,98.98989898989899,1,98.98989898989899,1,98.98989898989899,1,98.98989898989899,1,98.98989898989899,3,96.96969696969697,1,98.98989898989899,1,98.98989898989899,1,98.98989898989899,4,95.95959595959596,2,97.97979797979798,99
2015.3,2,97.95918367346938,1,98.9795918367347,3,96.93877551020408,11,88.77551020408163,2,97.95918367346938,5,94.89795918367348,2,97.95918367346938,3,96.93877551020408,1,98.9795918367347,4,95.91836734693877,8,91.83673469387756,98
2015.2,1,98.98989898989899,3,96.96969696969697,3,96.96969696969697,6,93.93939393939394,1,98.98989898989899,42,57.57575757575758,1,98.98989898989899,2,97.97979797979798,3,96.96969696969697,16,83.83838383838383,2,97.97979797979798,99
2015.1,1,99.0,7,93.0,2,98.0,3,97.0,3,97.0,3,97.0,1,99.0,5,95.0,10,90.0,1,99.0,1,99.0,100
2014.3,4,96.63865546218487,3,97.47899159663865,1,99.15966386554622,1,99.15966386554622,3,97.47899159663865,14,88.23529411764706,1,99.15966386554622,10,91.59663865546219,9,92.43697478991596,2,98.31932773109243,7,94.11764705882352,119
2014.2,2,98.27586206896551,6,94.82758620689656,2,98.27586206896551,2,98.27586206896551,6,94.82758620689656,11,90.51724137931035,2,98.27586206896551,2,98.27586206896551,46,60.3448275862069,45,61.206896551724135,2,98.27586206896551,116
2014.1,4,96.19047619047619,2,98.09523809523809,3,97.14285714285714,1,99.04761904761905,5,95.23809523809523,15,85.71428571428571,1,99.04761904761905,1,99.04761904761905,14,86.66666666666667,9,91.42857142857143,16,84.76190476190476,105
2013.3,4,96.0,22,78.0,4,96.0,5,95.0,8,92.0,4,96.0,3,97.0,35,65.0,3,97.0,43,56.99999999999999,2,98.0,100
2013.2,6,94.0,33,67.0,6,94.0,1,99.0,13,87.0,6,94.0,52,48.0,10,90.0,52,48.0,46,54.0,1,99.0,100
2013.1,1,98.75,5,93.75,7,91.25,2,97.5,10,87.5,34,57.49999999999999,2,97.5,10,87.5,5,93.75,17,78.75,1,98.75,80
2012.3,11,88.77551020408163,34,65.3061224489796,4,95.91836734693877,2,97.95918367346938,7,92.85714285714286,11,88.77551020408163,4,95.91836734693877,24,75.51020408163265,53,45.91836734693878,45,54.08163265306123,13,86.73469387755102,98
2012.2,31,73.04347826086956,49,57.391304347826086,9,92.17391304347827,6,94.78260869565217,14,87.82608695652175,31,73.04347826086956,3,97.3913043478261,18,84.34782608695653,56,51.30434782608696,46,60.0,55,52.17391304347826,115
2012.1,12,84.4155844155844,26,66.23376623376623,2,97.40259740259741,2,97.40259740259741,4,94.8051948051948,11,85.71428571428571,16,79.22077922077922,25,67.53246753246754,22,71.42857142857143,27,64.93506493506493,17,77.92207792207793,77
2011.3,28,75.65217391304347,32,72.17391304347827,20,82.6086956521739,8,93.04347826086956,38,66.95652173913044,17,85.21739130434783,43,62.60869565217392,63,45.21739130434783,16,86.08695652173914,8,93.04347826086956,43,62.60869565217392,115
2011.2,29,48.214285714285715,28,50.0,14,75.0,5,91.07142857142857,15,73.21428571428571,29,48.214285714285715,20,64.28571428571429,34,39.285714285714285,4,92.85714285714286,29,48.214285714285715,37,33.92857142857143,56
2011.1,69,31.0,55,45.0,8,92.0,11,89.0,11,89.0,69,31.0,12,88.0,71,28.999999999999996,56,44.0,66,34.0,75,25.0,100
2010.3,10,88.50574712643679,2,97.70114942528735,6,93.10344827586206,3,96.55172413793103,15,82.75862068965517,10,88.50574712643679,2,97.70114942528735,8,90.80459770114942,1,98.85057471264368,25,71.26436781609196,24,72.41379310344827,87
2010.2,89,11.0,92,8.0,86,14.000000000000002,79,21.0,82,18.0,92,8.0,92,8.0,92,8.0,92,8.0,92,8.0,92,8.0,100
2010.1,15,83.69565217391305,24,73.91304347826086,12,86.95652173913044,3,96.73913043478261,23,75.0,36,60.86956521739131,10,89.13043478260869,30,67.3913043478261,53,42.391304347826086,20,78.26086956521739,18,80.43478260869566,92
2009.3,34,65.65656565656566,36,63.63636363636363,18,81.81818181818183,11,88.88888888888889,6,93.93939393939394,34,65.65656565656566,30,69.6969696969697,6,93.93939393939394,76,23.232323232323232,30,69.6969696969697,40,59.59595959595959,99
2009.2,40,66.66666666666666,18,85.0,4,96.66666666666667,18,85.0,2,98.33333333333333,40,66.66666666666666,15,87.5,25,79.16666666666666,60,50.0,8,93.33333333333333,64,46.666666666666664,120
2009.1,22,73.80952380952381,32,61.904761904761905,8,90.47619047619048,10,88.09523809523809,6,92.85714285714286,48,42.857142857142854,11,86.90476190476191,3,96.42857142857143,47,44.047619047619044,45,46.42857142857143,27,67.85714285714286,84
2008.3,24,71.42857142857143,2,97.61904761904762,3,96.42857142857143,2,97.61904761904762,7,91.66666666666666,24,71.42857142857143,6,92.85714285714286,4,95.23809523809523,6,92.85714285714286,14,83.33333333333334,44,47.61904761904761,84
2008.2,16,83.83838383838383,1,98.98989898989899,6,93.93939393939394,3,96.96969696969697,6,93.93939393939394,47,52.52525252525253,1,98.98989898989899,5,94.94949494949495,1,98.98989898989899,2,97.97979797979798,37,62.62626262626263,99
2008.1,7,93.51851851851852,1,99.07407407407408,7,93.51851851851852,7,93.51851851851852,20,81.48148148148148,7,93.51851851851852,12,88.88888888888889,1,99.07407407407408,33,69.44444444444444,16,85.18518518518519,1,99.07407407407408,108
2007.3,,,,,,,,,,,,,,,,,,,,,,,
2007.2,,,,,,,,,,,,,,,,,,,,,,,
2007.1,,,,,,,,,,,,,,,,,,,,,,,
